session_id,keywords,video_viewcount,video_favourite_count,video_rating_count,video_rating_average,video_comments_count,like_count,dislike_count,uploader_followers_count,uploader_video_count,uploader_friends,uploader_views_count,uploader_age,max_quality,video_age
26,7,744,0.1,1,5,0.1,1,0.1,102,102,2,105552,26,4,150.6115394
26,7,896,0.1,1,5,0.1,1,0.1,104,105,2,112144,26,4,157.613831
26,7,900,0.1,1,5,0.1,1,0.1,108,106,2,117533,26,4,164.6178819
18,12,23832,59,22,5,11,22,0.1,196,53,3,1738406,26.9357713,2,940.034838
18,12,23938,59,22,5,11,22,0.1,198,53,3,1756684,26.9357713,2,947.0423264
18,12,24048,59,22,5,11,22,0.1,201,53,3,1775473,26.9357713,2,954.0492477
9,45,159260,370,133,4.9097743,27,130,3,7592,99,348,3526560,41,5,180.3123727
9,45,172540,401,148,4.918919,30,145,3,7952,99,361,3729373,41,5,187.3141898
9,45,186784,432,163,4.9018407,32,159,4,8296,99,372,3931657,41,5,194.317963
8,11,121,1,0.1,0.1,0.1,0.1,0.1,5,33,11,5481,31,5,119.5580556
8,11,123,1,0.1,0.1,0.1,0.1,0.1,5,33,11,5752,31,5,127.5406019
8,11,131,1,0.1,0.1,0.1,0.1,0.1,5,33,11,5859,31,5,134.6185764
11,8,70613,145,59,5,26,59,0.1,17,9,38,72121,16,4,580.2390046
11,8,77104,154,64,4.9375,26,63,1,17,9,38,78640,16,4,587.2437153
11,8,83475,163,68,4.9411764,26,66.9999988,1.0000012,17,9,39,85042,16,4,594.2485764
11,4,1619,1,5,4.2,1,4,1,1,4,0.1,2885,28,4,461.5497222
11,4,1722,2,7,4.428571,1,6,1,1,4,0.1,3035,28,4,468.5540972
11,4,1813,3,7,4.428571,1,6,1,1,4,0.1,3174,28,4,475.5583333
20,7,9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11,0.1,558,27,2,36.81944444
20,7,10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11,0.1,889,27,2,43.82711806
20,7,10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11,0.1,1181,27,2,50.79232639
17,7,261,0.1,0.1,0.1,0.1,0.1,0.1,1,46,0.1,4816,35,1,409.459375
17,7,267,0.1,0.1,0.1,0.1,0.1,0.1,1,46,0.1,4865,35,1,416.4634606
17,7,271,0.1,0.1,0.1,0.1,0.1,0.1,1,46,0.1,4914,35,1,423.4655208
18,3,130470,325,93,4.7849464,29,88.0000038,4.9999962,21,1,0.1,130470,39,1,1596.31603
18,3,132796,326,94,4.787234,29,88.999999,5.000001,21,1,0.1,132796,39,1,1603.325012
18,3,135113,328,94,4.787234,29,88.999999,5.000001,21,1,0.1,135113,40,1,1610.332002
27,15,229304,244,250,4.856,155,241,9,2344,173,259,6468827,21,4,138.3147106
27,15,252840,275,296,4.864865,181,286,10,2502,173,259,6890877,21,4,145.3155787
27,15,273593,322,329,4.8784194,206,319,10,2682,173,259,7266552,21,4,152.3196875
9,8,512,1,2,5,2,2,0.1,5,9,0.1,58926,24,3,694.3797106
9,8,531,1,2,5,2,2,0.1,6,9,0.1,62816,24,3,701.3820602
9,8,563,1,2,5,2,2,0.1,6,9,0.1,66579,24,3,708.3853125
37,7,343,0.1,2,5,1,2,0.1,0.1,4,0.1,454,26.9357713,2,993.4791898
37,7,343,0.1,2,5,1,2,0.1,0.1,4,0.1,454,26.9357713,2,1000.482199
37,7,344,0.1,2,5,1,2,0.1,0.1,4,0.1,455,26.9357713,2,1007.486667
37,11,1906,0.1,3,3.6666667,3,2.000000025,0.999999975,32,17,0.1,275021,25,1,1114.491563
37,11,1906,0.1,3,3.6666667,3,2.000000025,0.999999975,32,17,0.1,275429,26,1,1121.494965
37,11,1909,0.1,3,3.6666667,3,2.000000025,0.999999975,32,17,0.1,276716,26,1,1128.498773
15,13,17235,75,32,5,6,32,0.1,4767,178,187,3349603,22,4,152.7186111
15,13,18595,81,33,5,6,33,0.1,4946,178,197,3599924,22,4,159.7940741
15,13,19926,84,35,5,6,35,0.1,5112,178,202,3846868,22,4,166.7976968
30,12,162,0.1,0.1,0.1,0.1,0.1,0.1,115,367,28,140591,104,3,149.5293634
30,12,164,0.1,0.1,0.1,0.1,0.1,0.1,121,374,28,151924,104,3,156.5348264
30,12,165,0.1,0.1,0.1,0.1,0.1,0.1,123,374,28,157375,104,3,163.5382755
7,3,200,0.1,2,5,0.1,2,0.1,2,10,0.1,2712,34,1,353.9503819
7,3,203,0.1,2,5,0.1,2,0.1,2,10,0.1,2762,34,1,360.9535995
7,3,213,0.1,2,5,0.1,2,0.1,2,10,0.1,2815,34,1,367.9563773
20,12,20979,38,23,4.826087,14,22.00000025,0.99999975,159,11,50,2760105,23,2,1083.950683
20,12,21035,38,23,4.826087,14,22.00000025,0.99999975,160,11,50,2777756,23,2,1090.955521
20,12,21116,39,24,4.8333335,14,23.000001,0.999999,161,11,50,2795190,23,2,1097.92294
44,6,34468,51,26,4.6923075,7,24,2,157,5,13,1486097,26,2,1486.460949
44,6,34520,50,26,4.6923075,7,24,2,159,5,13,1499756,26,2,1493.469213
44,6,34558,50,26,4.6923075,7,24,2,160,5,13,1513709,26,2,1500.476852
44,3,704,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11,0.1,4500,21,2,860.9093866
44,3,711,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11,0.1,4517,21,2,867.9174074
44,3,730,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11,0.1,4543,21,2,874.9221528
44,52,1710,0.1,0.1,0.1,0.1,0.1,0.1,0.1,33,0.1,10004,83,1,540.4081829
44,52,1812,0.1,1,5,0.1,1,0.1,0.1,33,0.1,10132,83,1,547.4160301
44,52,1920,0.1,2,3,0.1,1,1,0.1,33,0.1,10257,83,1,554.4270486
36,12,328,0.1,0.1,0.1,2,0.1,0.1,1,24,0.1,1184,24,2,151.3916204
36,12,328,0.1,0.1,0.1,2,0.1,0.1,1,24,0.1,1190,24,2,158.4682292
36,12,334,0.1,0.1,0.1,2,0.1,0.1,1,24,0.1,1206,25,2,165.4709491
38,15,195177,711,1489,4.9597044,462,1474,15,108291,1311,7797,237437486,25,5,10.88385417
38,15,234882,779,1630,4.958282,531,1613,17,111340,1359,8564,242564114,25,5,17.89150463
38,15,273428,843,1825,4.9561644,612,1805,20,114250,1410,8558,248223889,25,5,24.89971065
4,1,307988,609,162,4.6790123,62,149,13,21,13,0.1,401340,24,2,1405.13956
4,1,310501,611,163,4.6809816,62,150,13,21,13,0.1,404474,24,2,1412.142813
4,1,312879,615,163,4.6809816,62,150,13,21,13,0.1,407460,24,2,1419.147523
30,23,2812,4,3,2.3333333,0.1,0.999999975,2.000000025,376,252,54,827292,26,4,559.9402894
30,23,2872,4,3,2.3333333,0.1,0.999999975,2.000000025,380,252,54,861614,26,4,566.9450116
30,23,2950,4,4,3,0.1,2,2,385,252,54,885475,26,4,573.9497454
13,6,530412,545,412,4.786408,128,390.000024,21.999976,42,40,19,641141,40,1,1068.010544
13,6,543561,558,422,4.7630334,128,397.0000237,24.9999763,43,40,19,655227,40,1,1075.015197
13,6,556302,571,434,4.769585,130,408.9999725,25.0000275,44,40,19,668973,40,1,1082.017951
33,21,439,2,2,5,0.1,2,0.1,40,154,39,618076,22,4,138.2468287
33,21,457,2,2,5,0.1,2,0.1,40,154,40,628613,22,4,145.2488542
33,21,475,2,2,5,0.1,2,0.1,42,156,41,650933,22,4,152.2510301
19,9,24336,13,8,4.5,9,7,1,7,4,26,34149,24,1,156.3497338
19,9,25723,14,8,4.5,10,7,1,7,4,26,35479,24,1,163.3546412
19,9,27058,15,8,4.5,10,7,1,7,4,26,36814,24,1,170.3580324
37,16,296607,318,338,4.7988167,478,321.0000112,16.99998885,154,42,0.1,2328635,32,1,1065.3636
37,16,296713,318,338,4.7988167,478,321.0000112,16.99998885,155,42,0.1,2331357,32,1,1072.365752
37,16,296795,318,339,4.7876105,479,320.9999899,18.00001013,155,42,0.1,2333814,32,1,1079.370509
25,4,7291,34,9,5,1,9,0.1,76,51,0.1,953924,33,2,1021.786713
25,4,7328,34,9,5,1,9,0.1,76,51,0.1,964926,33,2,1028.794942
25,4,7388,34,10,5,1,10,0.1,78,51,0.1,975646,33,2,1035.800486
10,12,19357,25,17,5,1,17,0.1,87,5,6,58463,28,4,227.169294
10,12,20749,27,17,5,1,17,0.1,88,5,6,62421,28,4,234.1714583
10,12,22296,32,18,4.7777777,1,16.99999965,1.00000035,89,5,6,66628,28,4,241.1735417
11,3,377,1,1,1,0.1,0.1,1,25,23,54,358852,22,2,507.4392477
11,3,378,1,1,1,0.1,0.1,1,27,23,53,364380,22,2,514.4455324
11,3,389,1,1,1,0.1,0.1,1,27,23,53,369360,22,2,521.4497222
43,10,6693,8,3,3.6666667,1,2.000000025,0.999999975,81,30,371,310987,16,2,441.2823495
43,10,7018,7,3,3.6666667,1,2.000000025,0.999999975,82,30,371,320641,16,2,448.2897569
43,10,7379,10,5,4.2,1,4,1,81,30,371,329900,16,2,455.2557523
22,29,430,2,0.1,0.1,2,0.1,0.1,56,61,45,246863,23,4,13.49010417
22,29,483,3,0.1,0.1,2,0.1,0.1,57,61,45,249927,23,4,20.49416667
22,29,516,3,0.1,0.1,2,0.1,0.1,58,61,45,253006,23,4,27.49778935
7,5,244497,377,225,4.911111,113,219.9999938,5.00000625,17,9,1,263931,28,2,1204.11522
7,5,246985,378,225,4.911111,113,219.9999938,5.00000625,17,9,1,266587,28,2,1211.118032
7,5,249818,382,229,4.912664,114,224.000014,4.999986,17,9,1,269564,28,2,1218.119525
1,4,168351,53,61,4.2786884,138,49.9999981,11.0000019,96,176,70,766997,27.1078534,2,424.7054398
1,4,168638,53,61,4.2786884,138,49.9999981,11.0000019,97,176,70,772265,27.1078534,2,431.720463
1,4,168912,53,61,4.2786884,138,49.9999981,11.0000019,97,176,70,786606,27.1078534,2,453.2701852
22,13,474,1,2,5,2,2,0.1,0.1,1,0.1,474,26.9357713,2,15.72378472
22,13,565,1,2,5,2,2,0.1,0.1,1,0.1,547,26.9357713,2,22.72797454
22,13,636,1,2,5,2,2,0.1,0.1,1,0.1,636,26.9357713,2,29.73145833
2,7,40615,121,35,4.885714,22,33.9999975,1.0000025,125,138,0.1,1417539,26.9357713,1,1063.679005
2,7,41132,123,36,4.888889,22,35.000001,0.999999,125,138,0.1,1432859,26.9357713,1,1070.696065
2,7,41656,125,36,4.888889,22,35.000001,0.999999,129,138,0.1,1447479,26.9357713,1,1077.699653
5,4,34,0.1,1,5,0.1,1,0.1,22,109,51,73726,16,4,595.5528935
5,4,34,0.1,1,5,0.1,1,0.1,22,109,51,73742,16,4,602.555625
5,4,34,0.1,1,5,0.1,1,0.1,22,109,51,73767,16,4,609.5570718
29,15,18040,35,18,5,5,18,0.1,5,20,3,76781,27,3,682.2684722
29,15,18572,34,18,5,5,18,0.1,5,20,3,78167,27,3,689.271956
29,15,19116,37,19,5,5,19,0.1,5,20,3,79483,27,3,696.2759606
44,3,2421,2,0.1,0.1,0.1,0.1,0.1,4,4,0.1,2489,21,1,512.0516319
44,3,2431,2,0.1,0.1,0.1,0.1,0.1,4,4,0.1,2499,21,1,519.0595949
44,3,2442,2,0.1,0.1,0.1,0.1,0.1,4,4,0.1,2510,21,1,526.0706944
20,8,53,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,54,24,4,261.4389931
20,8,57,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,57,24,4,268.4486227
20,8,57,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,57,24,4,275.4131944
25,1,345,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.1,347,23,1,1143.880718
25,1,346,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.1,348,23,1,1150.888287
25,1,346,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.1,348,23,1,1157.893218
38,32,5425,3,11,4.2727275,7,9,2,14,17,11,40651,27,4,9.658645833
38,32,7582,4,18,4.5555553,7,16,2,15,19,11,46247,27,4,16.66875
38,32,8687,7,18,4.5555553,8,16,2,16,25,12,50654,27,4,23.67648148
26,33,15,0.1,0.1,0.1,0.1,0.1,0.1,2,41,3,23138,18,5,2.208333333
26,33,22,0.1,0.1,0.1,0.1,0.1,0.1,2,42,3,29438,18,5,9.210451389
26,33,28,0.1,0.1,0.1,0.1,0.1,0.1,2,42,3,31972,18,5,16.21325231
11,2,5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.1,11,21,2,9.755509259
11,2,7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.1,13,21,2,16.76039352
11,2,7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.1,14,21,2,23.76385417
40,9,2251,6,14,4.714286,8,13,1,81,4,205,5379,22,2,131.1879861
40,9,2270,6,14,4.714286,8,13,1,83,4,209,5493,22,2,138.1935417
40,9,2285,6,13,4.6923075,8,12,1,83,4,210,5578,22,2,145.1963889
22,4,3634,3,6,5,13,6,0.1,1,1,0.1,3634,23,1,17.02737269
22,4,3765,3,6,5,13,6,0.1,1,1,0.1,3765,23,1,24.03280093
22,4,3841,3,6,5,13,6,0.1,1,1,0.1,3841,23,1,31.0362963
7,3,1646,3,3,5,1,3,0.1,3,8,0.1,3893,36,4,161.5922801
7,3,1768,3,3,5,1,3,0.1,3,9,0.1,4030,36,4,168.5944907
7,3,1902,3,3,5,1,3,0.1,3,9,0.1,4171,36,4,175.5972338
11,5,144,1,1,5,0.1,1,0.1,0.1,3,0.1,931,26.9357713,2,541.4267708
11,5,144,1,1,5,0.1,1,0.1,0.1,3,0.1,951,26.9357713,2,548.4307986
11,5,145,1,1,5,0.1,1,0.1,0.1,3,0.1,954,26.9357713,2,555.4370023
20,8,637,4,1,5,0.1,1,0.1,20,32,2,220667,18,2,475.7491551
20,8,650,4,1,5,0.1,1,0.1,20,32,2,225882,18,2,482.7587731
20,8,660,4,1,5,0.1,1,0.1,20,32,2,230622,18,2,489.7228241
25,4,1408,5,1,5,0.1,1,0.1,0.1,3,0.1,1568,19,2,109.9758681
25,4,1484,6,1,5,0.1,1,0.1,0.1,3,0.1,1654,19,2,116.9817477
25,4,1600,6,1,5,0.1,1,0.1,0.1,3,0.1,1782,19,2,123.9862153
44,12,2391,6,5,5,3,5,0.1,16,8,55,3106,20,1,176.5469907
44,12,2688,6,5,5,3,5,0.1,16,8,57,3441,20,1,183.5543287
44,12,2877,6,5,5,3,5,0.1,16,8,59,3658,20,1,190.5622454
40,6,2834,10,11,5,6,11,0.1,1499,227,419,2370482,27.1078534,5,129.7821296
40,6,2845,10,11,5,6,11,0.1,1514,227,419,2398308,27.1078534,5,136.7877778
40,6,2849,10,11,5,6,11,0.1,1520,228,419,2421392,27.1078534,5,143.7912153
32,12,4915,3,6,4.3333335,10,5.00000025,0.99999975,66,76,19,89969,110,3,607.8903935
32,12,4923,3,6,4.3333335,10,5.00000025,0.99999975,67,76,19,90932,110,3,614.8919213
32,12,4935,3,6,4.3333335,10,5.00000025,0.99999975,67,76,19,92098,110,3,621.8947106
4,3,39,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3,0.1,43,37,2,231.7201505
4,3,47,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3,0.1,51,37,2,238.723669
4,3,47,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3,0.1,51,37,2,245.7274653
20,6,16,0.1,0.1,0.1,0.1,0.1,0.1,0.1,51,0.1,14377,26,1,183.273912
20,6,17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,51,0.1,15106,26,1,190.2840625
20,6,17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,51,0.1,15811,26,1,197.2472685
40,37,1714,3,6,4.3333335,2,5.00000025,0.99999975,3,6,0.1,43884,30,3,130.9550579
40,37,1745,3,6,4.3333335,2,5.00000025,0.99999975,3,6,0.1,45659,30,3,137.9605903
40,37,1768,3,6,4.3333335,2,5.00000025,0.99999975,3,6,0.1,47203,31,3,144.9637384
39,7,72,0.1,0.1,0.1,0.1,0.1,0.1,1,1,3,73,22,1,148.1699421
39,7,74,0.1,0.1,0.1,0.1,0.1,0.1,1,1,3,74,22,1,155.1740625
39,7,75,0.1,0.1,0.1,0.1,0.1,0.1,1,1,3,75,22,1,162.1775463
39,8,95366,203,72,4.8333335,33,69.000003,2.999997,128,26,12,1780419,25,2,861.5639931
39,8,96216,206,72,4.8333335,33,69.000003,2.999997,130,26,12,1805888,25,2,868.569213
39,8,97060,207,72,4.8333335,33,69.000003,2.999997,130,26,12,1829420,25,2,875.5719792
25,4,1513,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6,0.1,2089,28,1,573.1530208
25,4,1530,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6,0.1,2109,28,1,580.1591667
25,4,1545,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6,0.1,2127,28,1,587.1667593
12,2,8206,19,8,5,4,8,0.1,431,242,40,321380,23,5,169.8874769
12,2,8529,20,8,5,4,8,0.1,454,270,42,344493,23,5,176.8922454
12,2,8891,21,9,5,4,9,0.1,470,280,42,361525,23,5,183.8964236
30,16,4877,4,2,3,0.1,1,1,0.1,3,0.1,4970,23,4,338.1540046
30,16,5137,5,2,3,0.1,1,1,0.1,3,0.1,5233,23,4,345.1577662
30,16,5380,5,3,3.6666667,0.1,2.000000025,0.999999975,0.1,3,0.1,5487,23,4,352.1628356
25,4,397,3,1,5,0.1,1,0.1,1,17,2,9367,20,1,1038.047859
25,4,400,3,1,5,0.1,1,0.1,1,17,2,9420,20,1,1045.054282
25,4,403,3,1,5,0.1,1,0.1,1,17,2,9479,20,1,1052.059086
44,2,44510,17,11,4.2727275,3,9,2,7,1,0.1,44516,26,1,748.6416319
44,2,44675,17,11,4.2727275,3,9,2,7,1,0.1,44675,26,1,755.6524537
44,2,44767,17,11,4.2727275,3,9,2,7,1,0.1,44767,26,1,762.6571296
24,28,338063,469,134,4.7910447,45,127,7,852,87,253,11129118,26.9357713,1,934.6639931
24,28,342957,473,138,4.7971015,48,131,7,858,87,255,11242840,26.9357713,1,941.6666551
24,28,348003,478,141,4.8014183,52,134,7,863,87,257,11370639,26.9357713,1,948.6686921
5,30,149724,38,39,4.8974357,42,37.99999808,1.000001925,1086,85,185,7113345,27,2,654.0391435
5,30,150468,38,39,4.8974357,42,37.99999808,1.000001925,1099,85,185,7179340,27,2,661.0412384
5,30,151139,39,39,4.8974357,42,37.99999808,1.000001925,1115,85,185,7242620,27,2,668.0432292
42,4,1689,4,0.1,0.1,0.1,0.1,0.1,22,18,6,149838,23,1,636.0000347
42,4,1722,4,0.1,0.1,0.1,0.1,0.1,22,18,6,151409,23,1,643.0012963
42,4,1748,4,0.1,0.1,0.1,0.1,0.1,22,18,6,153097,23,1,650.0040394
38,2,976,1,5,5,1,5,0.1,1,1,1,1081,21,3,10.14239583
38,2,987,1,6,5,1,6,0.1,1,1,1,1093,21,3,17.15034722
38,2,993,1,6,5,1,6,0.1,1,1,1,1099,21,3,24.15842593
48,12,6793063,36741,17559,4.674469,14557,16130.00029,1428.999707,1243,4,2,7088547,37,1,1279.352569
48,12,6859025,36840,17655,4.6742,14630,16217.00025,1437.99975,1250,4,2,7154751,37,1,1286.357303
48,12,6930851,36935,17750,4.673014,14687,16298.99963,1451.000375,1255,4,2,7226797,37,1,1293.361493
3,5,11220,14,9,5,0.1,9,0.1,341,385,157,1280348,19,4,384.9590625
3,5,12620,15,10,5,0.1,10,0.1,362,386,163,1341452,19,4,391.964838
3,5,13552,15,11,5,0.1,11,0.1,371,393,166,1395046,19,4,398.9676736
11,7,4075,8,9,5,4,9,0.1,8,36,0.1,115639,26,4,506.1122801
11,7,4137,8,9,5,4,9,0.1,8,36,0.1,116741,26,4,513.1167477
11,7,4169,8,9,5,4,9,0.1,8,36,0.1,117730,26,4,520.1227083
19,5,7179,1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,7179,42,1,72.56912037
19,5,7887,1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,7887,42,1,79.57265046
19,5,8413,2,1,5,0.1,1,0.1,0.1,1,0.1,8413,43,1,86.57646991
13,11,7613,18,13,5,3,13,0.1,75,81,34,128378,19,4,375.2835185
13,11,7854,18,13,5,3,13,0.1,77,81,34,132062,19,4,382.286875
13,11,8064,18,13,5,3,13,0.1,78,81,34,135390,19,4,389.2889699
22,8,380,3,2,5,0.1,2,0.1,4,21,0.1,7802,26.9357713,2,16.13712963
22,8,427,3,2,5,0.1,2,0.1,4,21,0.1,8270,26.9357713,2,23.14130787
22,8,459,3,2,5,0.1,2,0.1,4,21,0.1,8747,26.9357713,2,30.14359954
47,3,1735,1,2,5,0.1,2,0.1,3,1,0.1,1735,24,2,84.83880787
47,3,2038,1,2,5,0.1,2,0.1,3,1,0.1,2038,24,2,91.84532407
47,3,2400,2,2,5,0.1,2,0.1,3,1,0.1,2400,24,2,98.85261574
18,2,14935,42,30,5,6,30,0.1,12,22,0.1,127756,26,2,482.5649884
18,2,15241,46,32,5,7,32,0.1,13,22,0.1,130779,26,2,489.5737269
18,2,15555,46,34,5,7,34,0.1,14,22,0.1,133891,26,2,496.5787963
24,2,318185,164,44,4.7272725,19,41,3,34,6,0.1,1420398,30,1,1749.777106
24,2,320123,164,44,4.7272725,19,41,3,34,6,0.1,1430569,30,1,1756.779178
24,2,322244,164,44,4.7272725,19,41,3,34,6,0.1,1440627,30,1,1763.781296
10,1,811,0.1,0.1,0.1,0.1,0.1,0.1,40,97,0.1,217314,31,1,567.7814815
10,1,900,0.1,0.1,0.1,0.1,0.1,0.1,41,97,0.1,224648,31,1,574.7838889
10,1,972,0.1,0.1,0.1,0.1,0.1,0.1,42,97,0.1,231841,31,1,581.7859491
1,6,18788,3,1,5,6,1,0.1,23,2,8,116991,15,2,359.6297222
1,6,19068,3,1,5,6,1,0.1,23,2,8,118835,15,2,366.644838
1,6,19663,3,1,5,6,1,0.1,23,2,8,123873,15,2,388.1946759
25,6,10,0.1,0.1,0.1,0.1,0.1,0.1,3,85,74,15237,22,1,130.8348958
25,6,16,0.1,0.1,0.1,0.1,0.1,0.1,3,98,74,16297,22,1,137.8419213
25,6,16,0.1,0.1,0.1,0.1,0.1,0.1,3,106,76,17421,22,1,144.8467593
14,21,17132,11,24,4.8333335,15,23.000001,0.999999,285,129,1043,589089,20,5,115.2994097
14,21,17842,12,24,4.8333335,16,23.000001,0.999999,289,133,1053,604915,20,5,123.281956
14,21,18005,12,24,4.8333335,16,23.000001,0.999999,295,136,1068,615248,20,5,130.3604745
22,7,7436,23,45,5,17,45,0.1,1,2,0.1,7507,24,1,16.86814815
22,7,7736,23,46,5,17,46,0.1,1,2,0.1,7807,24,1,23.87091435
22,7,7957,24,46,5,17,46,0.1,1,2,0.1,8029,24,1,30.87469907
43,3,1893516,4324,1819,4.7713027,707,1714.999903,104.0000972,531,20,90,9940552,24,1,1989.894317
43,3,1898285,4329,1820,4.7714286,708,1716.000013,103.999987,531,20,90,10000736,24,1,1996.90316
43,3,1902676,4329,1823,4.771805,711,1719.000129,103.9998713,535,20,90,10056447,24,1,2003.867025
22,2,14251,18,68,5,51,68,0.1,4,2,0.1,15163,20,1,17.17622685
22,2,14627,17,68,5,49,68,0.1,4,2,0.1,15595,20,1,24.17971065
22,2,14849,17,68,5,49,68,0.1,4,2,0.1,15884,20,1,31.18521991
37,9,247744,11,49,4.836735,44,47,2,49335,886,10502,113632737,26,2,1119.470243
37,9,247773,11,50,4.84,44,48,2,49827,885,10559,114750653,26,2,1126.473785
37,9,247802,11,50,4.84,44,48,2,50207,888,10558,115675675,26,2,1133.475891
20,1,5579,4,2,5,0.1,2,0.1,13,14,0.1,278707,26.9357713,1,1080.560069
20,1,5710,4,2,5,0.1,2,0.1,14,14,0.1,279393,26.9357713,1,1087.566319
20,1,5763,4,2,5,0.1,2,0.1,14,14,0.1,280111,26.9357713,1,1094.528819
24,2,175,0.1,0.1,0.1,0.1,0.1,0.1,14,48,37,131930,27,1,586.5440278
24,2,176,0.1,0.1,0.1,0.1,0.1,0.1,14,48,37,136274,27,1,593.5461574
24,2,176,0.1,0.1,0.1,0.1,0.1,0.1,14,48,37,140829,27,1,600.5476042
37,14,2963609,702,4695,4.8474975,6148,4516,179,73774,1560,16882,415370976,35,2,1060.100648
37,14,2974699,709,4711,4.8480153,6163,4532,179,74052,1572,16988,417263831,35,2,1067.103519
37,14,2983751,719,4725,4.847619,6175,4545,180,74335,1578,17096,419041838,35,2,1074.108206
23,13,2949,3,2,5,1,2,0.1,0.1,59,1,9378,23,2,219.7511343
23,13,3092,3,2,5,1,2,0.1,0.1,59,1,9930,23,2,226.7568866
23,13,3213,3,2,5,1,2,0.1,0.1,59,1,10529,23,2,233.7610995
23,20,47414,86,23,5,16,23,0.1,85,18,5,1009326,31,1,1151.515926
23,20,47826,86,23,5,16,23,0.1,86,18,5,1017780,31,1,1158.521678
23,20,48210,85,23,5,16,23,0.1,85,18,5,1026476,31,1,1165.527269
3,4,17821,18,9,4.5555553,0.1,8,1,3,4,3,18938,26.9357713,1,298.3166667
3,4,18740,20,9,4.5555553,0.1,8,1,3,4,3,19878,26.9357713,1,305.3219676
3,4,19554,20,9,4.5555553,0.1,7.999999425,1.000000575,3,4,3,20691,26.9357713,1,312.3248148
14,8,252,0.1,2,5,3,2,0.1,18,22,81,5447,20,5,124.3240509
14,8,252,0.1,2,5,3,2,0.1,18,22,81,5491,20,5,132.3066088
14,8,253,0.1,2,5,3,2,0.1,18,22,81,5543,20,5,139.3850926
40,6,13,0.1,0.1,0.1,0.1,0.1,0.1,43,16,96,9001,21,3,2.390706019
40,6,34,0.1,0.1,0.1,0.1,0.1,0.1,42,16,96,9156,22,3,9.396365741
40,6,49,0.1,0.1,0.1,0.1,0.1,0.1,43,17,99,9280,22,3,16.3997338
19,3,1011,4,0.1,0.1,0.1,0.1,0.1,2,67,7,48947,29,4,129.5410301
19,3,1047,4,0.1,0.1,0.1,0.1,0.1,2,67,7,52961,29,4,136.5466551
19,3,1080,4,0.1,0.1,0.1,0.1,0.1,2,67,7,57508,29,4,143.5507639
47,16,10729,75,23,5,12,23,0.1,1054,191,1235,1799921,27,5,64.55915509
47,16,11957,87,27,5,12,27,0.1,1132,191,1245,1936296,27,5,71.56765046
47,16,13242,96,28,5,12,28,0.1,1210,200,1258,1917937,27,5,78.57520833
25,11,6815,12,6,5,6,6,0.1,2,8,1,68591,31,1,823.2866204
25,11,6946,13,6,5,6,6,0.1,2,8,1,69623,31,1,830.2955093
25,11,7074,13,7,5,6,7,0.1,2,8,1,70687,31,1,837.2988889
3,5,164,0.1,0.1,0.1,0.1,0.1,0.1,10,20,0.1,60046,27,1,855.3758102
3,5,172,0.1,0.1,0.1,0.1,0.1,0.1,10,20,0.1,60788,27,1,862.3802315
3,5,173,0.1,0.1,0.1,0.1,0.1,0.1,10,20,0.1,61454,27,1,869.3848495
39,1,692,1,2,5,0.1,2,0.1,39,97,0.1,209718,31,1,560.4847454
39,1,729,1,2,5,0.1,2,0.1,40,97,0.1,217225,31,1,567.4876968
39,1,769,1,2,5,0.1,2,0.1,41,97,0.1,224456,31,1,574.4917361
6,1,15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,15,24,1,5.509768519
6,1,15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,15,24,1,12.51116898
6,1,15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,15,24,1,19.51395833
42,1,3109,17,6,5,0.1,6,0.1,7,15,0.1,10532,19,3,323.3346991
42,1,3334,17,6,5,0.1,6,0.1,7,16,0.1,11062,19,3,330.3367014
