session_id,keywords,video_viewcount,video_favourite_count,video_rating_count,video_rating_average,video_comments_count,like_count,dislike_count,uploader_followers_count,uploader_video_count,uploader_friends,uploader_views_count,uploader_age,max_quality,video_age
29,7,927,0.1,1,5,0.1,1,0.1,1,12,0.1,5841,26.9357713,1,671.4842245
29,7,986,0.1,1,5,0.1,1,0.1,1,12,0.1,6328,26.9357713,1,678.4877199
47,35,3896,5,5,5,4,5,0.1,25,151,81,54309,28,3,29.77483796
47,35,4950,8,6,5,4,6,0.1,27,153,86,62809,28,3,36.78247685
47,35,5998,8,6,5,4,6,0.1,29,221,89,63222,28,3,43.79199074
33,14,107,0.1,0.1,0.1,0.1,0.1,0.1,263,267,47,1443809,26,2,128.3886227
33,14,113,0.1,0.1,0.1,0.1,0.1,0.1,286,267,47,1531311,26,2,135.3906829
33,14,120,0.1,0.1,0.1,0.1,0.1,0.1,322,274,47,1627701,26,2,142.3928588
46,2,743274,986,378,4.7566137,152,354.9999947,23.00000535,201,7,3,2141941,26,2,1950.150197
46,2,752404,997,383,4.759791,154,359.9999883,23.00001175,203,7,3,2156063,26,2,1957.15228
46,2,762821,1007,389,4.763496,159,365.999986,23.000014,206,7,3,2170821,26,2,1964.154271
11,4,389,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.1,600,18,1,802.6107639
11,4,390,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.1,603,18,1,809.6148843
11,4,390,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.1,603,18,1,816.6186574
32,7,1980,0.1,3,3.6666667,2,2.000000025,0.999999975,11,172,0.1,301255,24,1,435.4807407
32,7,1997,0.1,3,3.6666667,2,2.000000025,0.999999975,11,172,0.1,305131,24,1,442.4836458
32,7,2006,0.1,3,3.6666667,2,2.000000025,0.999999975,12,172,0.1,309091,24,1,449.4856597
29,3,818,0.1,0.1,0.1,0.1,0.1,0.1,2,53,3,15724,21,2,204.3868981
29,3,832,0.1,0.1,0.1,0.1,0.1,0.1,2,53,3,16293,21,2,211.3903819
29,3,854,0.1,0.1,0.1,0.1,0.1,0.1,2,53,3,16971,21,2,218.3937153
30,10,1241,1,0.1,0.1,0.1,0.1,0.1,6,102,36,113881,16,2,513.2837847
30,10,1287,1,0.1,0.1,0.1,0.1,0.1,6,102,36,116718,16,2,520.2891782
30,10,1348,1,0.1,0.1,0.1,0.1,0.1,6,102,36,120023,16,2,527.2926505
18,7,108188,122,66,4.757576,19,62.000004,3.999996,15,10,4,176281,29,1,657.2516782
18,7,113126,126,70,4.7714286,21,66.0000005,3.9999995,15,10,4,181806,29,1,664.259294
18,7,118734,136,76,4.7894735,26,71.9999965,4.0000035,15,11,4,187834,29,1,671.2648495
11,4,2689,1,3,5,2,3,0.1,63,81,29,157667,24,4,295.9822222
11,4,2839,3,3,5,3,3,0.1,66,81,29,167287,24,4,302.986794
11,4,3008,4,4,5,3,4,0.1,68,81,30,177593,24,4,309.9923958
20,9,10418,33,7,5,1,7,0.1,334,34,23,259013,25,5,91.511875
20,9,11755,34,7,5,1,7,0.1,374,34,26,314573,25,5,98.51895833
20,9,13073,36,8,5,1,8,0.1,410,34,28,368699,25,5,105.484838
31,4,26507,131,139,4.971223,104,137.9999993,1.00000075,238,11,947,80271,53,2,152.543831
31,4,26530,132,139,4.971223,104,137.9999993,1.00000075,238,12,950,80996,53,2,159.5593866
31,4,26591,130,139,4.971223,105,137.9999993,1.00000075,239,13,959,82301,53,2,181.1097222
47,10,941,3,0.1,0.1,0.1,0.1,0.1,0.1,1,2,941,18,2,106.299213
47,10,969,3,0.1,0.1,0.1,0.1,0.1,0.1,1,2,969,18,2,113.3090394
47,10,998,3,0.1,0.1,0.1,0.1,0.1,0.1,1,2,998,18,2,120.3151273
19,3,211,1,0.1,0.1,0.1,0.1,0.1,0.1,8,0.1,792,23,4,118.6895486
19,3,211,1,0.1,0.1,0.1,0.1,0.1,0.1,8,0.1,822,23,4,125.6944097
19,3,212,1,0.1,0.1,0.1,0.1,0.1,0.1,8,0.1,854,23,4,132.6992708
21,12,295685,759,248,4.870968,107,240,8,30,1,6,295685,28,2,1426.468935
21,12,298931,767,251,4.87251,108,243,8,30,1,6,299145,28,2,1433.472153
21,12,302298,771,251,4.87251,108,243,8,31,1,6,302298,28,2,1440.476516
25,2,11984,12,8,4,1,6,2,16,37,1,385933,24,1,1152.512118
25,2,12014,12,8,4,1,6,2,16,37,1,387148,24,1,1159.517014
25,2,12039,12,8,4,1,6,2,16,37,1,388323,24,1,1166.522269
47,8,17980,20,5,5,1,5,0.1,6,3,0.1,84478,31,2,98.39480324
47,8,18751,20,5,5,1,5,0.1,6,3,0.1,86990,31,2,105.4037963
47,8,19663,20,5,5,1,5,0.1,6,3,0.1,89847,31,2,112.4114699
14,7,117911,134,187,4.7219253,113,174.0000078,12.99999223,9272,1319,1539,37531167,44,5,150.6718056
14,7,121425,137,192,4.7291665,119,178.999992,13.000008,10677,1341,1682,41114154,44,5,158.6544097
14,7,123918,138,196,4.734694,122,183.000006,12.999994,11608,1365,1763,44389764,44,5,165.7327199
37,6,163,0.1,2,5,0.1,2,0.1,3,4,1,2166,26.9357713,2,988.3051968
37,6,163,0.1,2,5,0.1,2,0.1,3,4,1,2167,26.9357713,2,995.3084954
37,6,163,0.1,2,5,0.1,2,0.1,3,4,1,2167,26.9357713,2,1002.31228
34,17,29745,237,86,4.9069767,50,84,2,19,12,27,168212,27.1078534,1,998.1459259
34,17,29810,238,86,4.9069767,50,84,2,19,12,27,169817,27.1078534,1,1005.161238
34,17,29914,239,86,4.9069767,50,84,2,19,12,27,173334,27.1078534,1,1026.711319
41,8,5400,4,5,5,2,5,0.1,148,216,1388,544683,28,2,154.824919
41,8,5495,4,5,5,2,5,0.1,150,216,1403,554383,28,2,161.8290972
41,8,5547,4,5,5,2,5,0.1,151,216,1408,563143,28,2,168.8333218
37,3,21,0.1,0.1,0.1,0.1,0.1,0.1,3,10,0.1,576,21,1,818.7975463
37,3,21,0.1,0.1,0.1,0.1,0.1,0.1,3,10,0.1,576,21,1,825.8021875
37,3,21,0.1,0.1,0.1,0.1,0.1,0.1,3,10,0.1,577,21,1,832.8044213
18,13,378,1,0.1,0.1,0.1,0.1,0.1,6,29,0.1,23558,43,2,234.3251736
18,13,407,1,0.1,0.1,0.1,0.1,0.1,6,29,0.1,24205,43,2,241.3341435
18,13,446,1,0.1,0.1,0.1,0.1,0.1,6,29,0.1,24875,43,2,248.3380556
18,1,8114,17,9,5,4,9,0.1,281,26,1,4093264,22,2,1337.406007
18,1,8220,17,9,5,4,9,0.1,285,26,1,4128778,22,2,1344.411412
18,1,8298,17,9,5,4,9,0.1,286,26,1,4164051,22,2,1351.419699
8,21,1064309,1087,863,4.6616454,1129,789.9999951,73.00000495,688,30,35,3346601,33,2,403.4635532
8,21,1067449,1084,864,4.6574073,1138,789.9999768,74.0000232,690,30,35,3374170,33,2,411.4461111
8,21,1070707,1079,865,4.6578035,1134,791.0000069,73.99999312,693,30,35,3399585,33,2,418.5240625
40,4,37688,28,37,4.891892,23,36,1,113,679,63,841437,27.1078534,5,110.682419
40,4,44559,33,43,4.8139534,27,41,2,120,679,64,941773,27.1078534,5,117.6879282
40,4,49436,36,47,4.8297873,31,45,2,128,679,64,1015297,27.1078534,5,124.6911343
26,18,53053,49,62,4.806452,85,59,3,2053,251,971,3959009,22,5,201.4900579
26,18,54621,52,64,4.8125,85,61,3,2079,251,976,4029340,22,5,208.4928935
26,18,55463,51,68,4.7647057,88,64,4,2091,263,986,4100768,22,5,215.495081
18,4,5555,20,3,5,0.1,3,0.1,10,18,0.1,28623,20,4,219.8929051
18,4,5904,20,3,5,0.1,3,0.1,10,18,0.1,30015,20,4,226.9021181
18,4,6276,20,3,5,0.1,3,0.1,10,18,0.1,31415,21,4,233.9071759
4,17,6100,9,4,5,2,4,0.1,78,39,84,414816,18,2,397.4498148
4,17,6254,9,4,5,2,4,0.1,78,39,84,429166,18,2,404.4542361
4,17,6416,9,4,5,2,4,0.1,79,39,84,442411,18,2,411.4584838
39,2,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,25,0.1,1462,40,1,149.5143056
39,2,2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,25,0.1,1724,40,1,156.5179977
39,2,2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,25,0.1,2162,40,1,163.5220949
18,1,12590,33,10,5,5,10,0.1,48,246,2,116388,26.9357713,1,1663.870023
18,1,13252,35,10,5,5,10,0.1,51,246,2,122923,26.9357713,1,1670.875613
18,1,13978,36,10,5,5,10,0.1,51,246,2,129758,26.9357713,1,1677.883218
30,5,305,1,1,5,0.1,1,0.1,103,160,285,94762,26,1,599.102419
30,5,316,1,1,5,0.1,1,0.1,106,161,297,99087,26,1,606.1048958
30,5,318,1,1,5,0.1,1,0.1,107,161,304,103524,26,1,613.1092708
32,24,14486,34,21,4.8095236,35,19.9999989,1.0000011,56,4,8,378949,29,1,790.0915856
32,24,14512,34,21,4.8095236,35,19.9999989,1.0000011,56,4,8,379445,29,1,797.0950579
32,24,14551,34,21,4.8095236,35,19.9999989,1.0000011,56,4,8,380170,29,1,804.0965162
23,2,7,0.1,0.1,0.1,0.1,0.1,0.1,2,79,0.1,678,28,1,39.99221065
23,2,7,0.1,0.1,0.1,0.1,0.1,0.1,2,79,0.1,802,28,1,46.99743056
23,2,7,0.1,0.1,0.1,0.1,0.1,0.1,2,79,0.1,904,28,1,54.00336806
9,1,1613,4,1,1,0.1,0.1,1,0.1,29,0.1,3344,26.9357713,2,182.4919792
9,1,1708,4,1,1,0.1,0.1,1,1,29,0.1,3464,26.9357713,2,189.4953472
9,1,1788,4,1,1,0.1,0.1,1,1,29,0.1,3595,26.9357713,2,196.4975347
3,2,13134,8,4,4,1,3,1,57,11,2,924718,24,1,1008.204097
3,2,13170,8,4,4,1,3,1,57,11,2,927482,24,1,1015.207616
3,2,13187,8,4,4,1,3,1,57,11,2,929410,24,1,1022.212454
1,27,53952,32,33,4.6363635,127,30,3,147,11,71,494177,24,4,399.5109028
1,27,54051,32,33,4.6363635,127,30,3,150,11,71,500774,24,4,406.5259259
1,27,54246,33,33,4.6363635,127,30,3,156,11,71,519066,24,4,428.0756597
25,4,4662,18,8,4,4,6,2,65,50,23,985029,24,1,1304.725255
25,4,4710,18,8,4,4,6,2,65,50,23,989107,24,1,1311.732326
25,4,4729,19,8,4,4,6,2,65,50,23,993048,24,1,1318.739028
12,16,1772,2,0.1,0.1,0.1,0.1,0.1,5,9,0.1,2389,21,2,198.5114931
12,16,1955,2,0.1,0.1,0.1,0.1,0.1,5,9,0.1,2581,21,2,205.5150926
12,16,2030,2,0.1,0.1,0.1,0.1,0.1,5,9,0.1,2668,21,2,212.519838
26,11,777,0.1,0.1,0.1,0.1,0.1,0.1,7,22,5,13282,24,3,203.2193981
26,11,784,0.1,0.1,0.1,0.1,0.1,0.1,7,22,5,13470,24,3,210.2215972
26,11,785,0.1,0.1,0.1,0.1,0.1,0.1,7,22,5,13678,24,3,217.2245023
33,26,2296,1,2,5,0.1,2,0.1,142,96,78,469275,20,4,138.3447569
33,26,2608,1,2,5,0.1,2,0.1,152,96,86,504361,20,4,145.3467708
33,26,2917,1,3,5,0.1,3,0.1,162,96,86,558992,20,4,152.3489583
11,3,4527,6,2,5,3,2,0.1,108,14,35,290291,22,2,816.235463
11,3,4553,6,2,5,3,2,0.1,108,14,35,295453,22,2,823.2418056
11,3,4571,6,2,5,3,2,0.1,108,14,35,300566,22,2,830.2446065
21,6,35633,93,22,5,2,22,0.1,175,10,9,1731372,26.9357713,2,1401.009838
21,6,35766,94,22,5,2,22,0.1,175,10,9,1745702,26.9357713,2,1408.014028
21,6,35887,94,22,5,2,22,0.1,177,10,9,1759848,26.9357713,2,1415.018391
20,5,720,3,1,5,1,1,0.1,20,19,7,135687,26.9357713,2,538.7369329
20,5,722,3,1,5,1,1,0.1,20,19,7,138149,26.9357713,2,545.7459491
20,5,729,3,1,5,1,1,0.1,20,19,7,140952,26.9357713,2,552.7119676
20,2,506,0.1,1,5,1,1,0.1,0.1,6,0.1,5296,28,1,1044.313912
20,2,508,0.1,1,5,1,1,0.1,0.1,6,0.1,5304,28,1,1051.321574
20,2,509,0.1,1,5,1,1,0.1,0.1,6,0.1,5306,28,1,1058.286157
9,5,1012,6,3,5,1,3,0.1,147,76,4,850140,28,4,299.841713
9,5,1027,6,3,5,1,3,0.1,153,76,4,868717,28,4,306.8438079
9,5,1049,6,4,5,1,4,0.1,154,76,4,886628,28,4,313.8472801
25,4,23415,43,10,5,8,10,0.1,2,3,1,30451,28,1,787.8560301
25,4,23643,44,10,5,8,10,0.1,2,3,1,30782,28,1,794.8641898
25,4,23851,44,10,5,8,10,0.1,2,3,1,31061,28,1,801.868044
28,20,97222,193,93,4.7849464,28,88.0000038,4.9999962,11,40,3,121541,26.9357713,2,88.11340278
28,20,106456,209,100,4.8,31,95,5,11,40,3,130776,26.9357713,2,95.11739583
28,20,114475,220,106,4.811321,31,101.0000065,4.9999935,11,40,3,139324,26.9357713,2,102.1211458
13,30,12663,25,22,4.818182,3,21,1,507,75,300,1851517,109,2,466.8941898
13,30,13017,26,22,4.818182,3,21,1,514,75,307,1914536,109,2,473.8981713
13,30,13227,27,24,4.8333335,3,23,1,522,75,307,1975372,109,2,480.9003588
2,4,3,0.1,0.1,0.1,0.1,0.1,0.1,4,111,0.1,8431,20,1,106.3269676
2,4,4,0.1,0.1,0.1,0.1,0.1,0.1,4,111,0.1,9221,20,1,113.3453935
2,4,4,0.1,0.1,0.1,0.1,0.1,0.1,4,111,0.1,10100,20,1,120.3472569
37,13,16691,60,41,5,43,41,0.1,36,9,10,468720,23,4,1091.036829
37,13,16877,61,42,5,43,42,0.1,36,9,10,471044,23,4,1098.040914
37,13,17001,62,43,5,43,43,0.1,36,9,10,473378,23,4,1105.043657
48,2,13,0.1,0.1,0.1,0.1,0.1,0.1,1,8,6,2050,24,1,21.52278935
48,2,19,0.1,1,5,0.1,1,0.1,2,8,6,2074,25,1,28.52635417
48,2,29,0.1,1,5,0.1,1,0.1,2,8,6,2101,25,1,35.53072917
33,39,10321,9,9,5,5,9,0.1,1,8,0.1,16374,39,5,136.1528935
33,39,10935,9,9,5,5,9,0.1,1,8,0.1,17078,40,5,143.1549537
33,39,11551,9,9,5,5,9,0.1,2,8,0.1,17837,40,5,150.1571528
26,13,21679,25,33,4.6363635,35,30,3,570,64,1,2890195,36,4,205.0509606
26,13,22025,26,33,4.6363635,35,30,3,575,65,1,2919523,36,4,212.0537731
26,13,22599,25,32,4.625,36,29,3,589,65,1,2953721,36,4,219.0573032
47,7,22,0.1,0.1,0.1,0.1,0.1,0.1,0.1,40,0.1,12921,23,1,38.19628472
47,7,33,0.1,0.1,0.1,0.1,0.1,0.1,0.1,40,0.1,13416,23,1,45.20534722
47,7,36,0.1,0.1,0.1,0.1,0.1,0.1,0.1,40,0.1,13896,23,1,52.2115625
9,17,34734,46,11,4.6363635,9,9.999999625,1.000000375,211,50,18,2872651,28,1,1056.31037
9,17,34792,46,11,4.6363635,9,9.999999625,1.000000375,211,50,18,2894303,28,1,1063.314282
9,17,34832,46,11,4.6363635,9,9.999999625,1.000000375,211,51,18,2916292,28,1,1070.317083
16,23,67513,211,85,4.8588233,27,81.99999513,3.000004875,631,23,191,1023339,23,4,652.9658449
16,23,69216,212,86,4.860465,27,82.9999975,3.0000025,642,23,192,1049699,23,4,659.9679861
16,23,71024,214,86,4.860465,27,82.9999975,3.0000025,645,23,192,1078170,23,4,666.9721296
44,5,11822,3,0.1,0.1,1,0.1,0.1,8,21,0.1,82539,26.9357713,1,784.1999653
44,5,11898,3,0.1,0.1,1,0.1,0.1,8,21,0.1,82917,26.9357713,1,791.2100926
44,5,11994,3,0.1,0.1,1,0.1,0.1,8,21,0.1,83366,26.9357713,1,798.2163657
42,2,39303,57,24,5,14,24,0.1,51,87,21,381878,29,1,1108.952025
41,1,5245,7,14,4.714286,13,13,1,83,56,29,732531,35,4,155.1485995
41,1,5447,7,14,4.714286,13,13,1,84,56,29,780023,35,4,162.1527431
41,1,5519,7,14,4.714286,13,13,1,85,56,29,813355,35,4,169.1569907
9,5,20206,52,24,4.8333335,13,23.000001,0.999999,329,26,1300,981039,30,2,830.497037
9,5,20313,51,24,4.8333335,13,23.000001,0.999999,333,26,1312,998464,30,2,837.4998264
9,5,20401,52,24,4.8333335,13,23.000001,0.999999,336,26,1314,1015987,30,2,844.5020139
18,7,1878,6,5,4.2,0.1,4,1,193,339,116,805934,20,2,556.4394329
18,7,1885,6,5,4.2,0.1,4,1,194,339,116,818869,20,2,563.4463773
18,7,1893,6,5,4.2,0.1,4,1,197,339,116,831715,20,2,570.4505787
42,24,335017,1382,522,4.900383,193,509,13,78,30,36,686878,19,3,796.9017708
42,24,340503,1395,530,4.901887,195,517,13,81,30,36,697938,19,3,803.9044907
26,4,527,0.1,1,5,0.1,1,0.1,184,160,99,2263126,28,2,138.5712731
26,4,556,0.1,1,5,0.1,1,0.1,184,160,99,2311118,28,2,145.5740856
26,4,582,0.1,1,5,0.1,1,0.1,185,160,99,2361591,28,2,152.5775347
48,1,5076,11,1,5,0.1,1,0.1,27,6,5,390563,26,1,1009.470081
48,1,5094,11,1,5,0.1,1,0.1,28,6,5,397264,26,1,1016.473542
48,1,5114,11,1,5,0.1,1,0.1,27,6,5,404075,26,1,1023.479097
18,13,3179,20,7,5,2,7,0.1,24,30,10,50263,24,2,424.4403125
18,13,3295,22,7,5,2,7,0.1,24,30,10,51404,24,2,431.4482292
18,13,3370,23,8,5,2,8,0.1,24,30,10,52725,24,2,438.4545718
44,8,493,1,1,5,0.1,1,0.1,2,41,0.1,20244,24,2,327.1898264
44,8,526,1,1,5,0.1,1,0.1,2,41,0.1,20588,24,2,334.1999537
44,8,585,1,1,5,0.1,1,0.1,2,41,0.1,21101,24,2,341.205544
18,3,29,1,0.1,0.1,0.1,0.1,0.1,2,25,1,1009,21,2,366.1747454
18,3,30,1,0.1,0.1,0.1,0.1,0.1,2,25,1,1024,21,2,373.1810069
18,3,30,1,0.1,0.1,0.1,0.1,0.1,2,25,1,1041,21,2,380.1886574
12,31,7638,20,8,5,1,8,0.1,61,50,16,91573,26,4,79.32990741
12,31,8116,23,9,5,1,9,0.1,66,50,17,100598,26,4,86.3340625
12,31,8593,24,9,5,1,9,0.1,72,50,18,110231,26,4,93.33825231
40,3,8983,11,13,5,4,13,0.1,344,108,0.1,2728209,31,4,131.1836921
40,3,9045,11,13,5,4,13,0.1,347,108,0.1,2772420,31,4,138.1892477
40,3,9068,11,13,5,4,13,0.1,346,112,0.1,2809725,31,4,145.1928009
25,6,2107,1,1,1,1,0.1,1,6,5,0.1,51410,23,1,1555.752106
25,6,2108,1,1,1,1,0.1,1,6,5,0.1,51552,23,1,1562.759826
25,6,2111,1,1,1,1,0.1,1,6,5,0.1,51681,23,1,1569.764016
44,7,181205,179,85,4.8117647,20,81,4,33,27,2,205370,24,1,532.1730787
44,7,186949,185,88,4.818182,22,84,4,35,27,2,211476,24,1,539.1845949
44,7,192563,189,95,4.7894735,22,89.99999563,5.000004375,35,27,2,217589,24,1,546.1921759
18,10,39,0.1,0.1,0.1,0.1,0.1,0.1,0.1,74,0.1,487,26,2,49.08626157
18,10,40,0.1,0.1,0.1,0.1,0.1,0.1,0.1,74,0.1,525,26,2,56.09178241
18,10,48,0.1,0.1,0.1,0.1,0.1,0.1,0.1,74,0.1,569,26,2,63.09741898
17,2,204,0.1,0.1,0.1,0.1,0.1,0.1,39,214,45,225201,27,2,303.3775347
17,2,210,0.1,0.1,0.1,0.1,0.1,0.1,40,219,46,237445,27,2,310.381331
17,2,213,0.1,0.1,0.1,0.1,0.1,0.1,42,219,46,249830,27,2,317.3842245
40,22,1463,3,2,5,3,2,0.1,10,34,3,36338,27.1078534,4,99.479375
40,22,1522,3,2,5,3,2,0.1,10,34,3,37841,27.1078534,4,106.4849653
40,22,1584,3,2,5,3,2,0.1,10,34,3,38851,27.1078534,4,113.488206
4,15,1657878,3127,918,4.760349,451,863,55,190,13,1,3525144,23,1,1841.433657
4,15,1669462,3131,922,4.7613883,453,867,55,190,13,1,3539137,23,1,1848.438403
4,15,1680310,3142,925,4.762162,453,870,55,191,13,1,3552180,23,1,1855.441157
27,10,68,0.1,0.1,0.1,0.1,0.1,0.1,343,142,270,1702636,21,5,223.1477546
27,10,70,0.1,0.1,0.1,0.1,0.1,0.1,343,142,270,1717848,21,5,230.1484606
27,10,70,0.1,0.1,0.1,0.1,0.1,0.1,344,142,273,1729155,21,5,237.1520139
23,39,823,7,1,5,0.1,1,0.1,278,317,605,1007100,22,4,393.8779745
23,39,833,7,1,5,0.1,1,0.1,280,317,608,1053775,22,4,400.8815162
23,39,850,7,1,5,0.1,1,0.1,286,317,609,1100899,22,4,407.8877315
1,39,1347,2,0.1,0.1,4,0.1,0.1,6,42,5,12013,23,4,373.7221412
1,39,1355,2,0.1,0.1,4,0.1,0.1,6,42,5,12667,23,4,380.7371875
1,39,1382,2,0.1,0.1,4,0.1,0.1,6,42,5,12942,23,4,402.2869329
18,3,32,0.1,0.1,0.1,1,0.1,0.1,41,39,437,40701,26.9357713,1,585.2134491
18,3,32,0.1,0.1,0.1,1,0.1,0.1,41,39,437,41450,26.9357713,1,592.2226042
18,3,32,0.1,0.1,0.1,1,0.1,0.1,41,39,437,42251,26.9357713,1,599.2296991
21,9,5085,11,7,3.857143,0.1,5,2,37,35,8,267068,25,4,580.6238194
21,9,5100,11,7,3.857143,0.1,5,2,39,35,8,273456,25,4,587.6290278
21,9,5122,11,7,3.857143,0.1,5,2,39,35,8,279678,25,4,594.6318981
47,8,19385,39,29,4.724138,8,27.0000005,1.9999995,26,265,2,199550,16,2,70.50446759
47,8,20851,41,30,4.733333,8,27.9999975,2.0000025,27,266,2,211237,16,2,77.51405093
47,8,22384,44,32,4.625,8,29,3,29,266,2,223838,16,2,84.52165509
29,12,473,3,3,5,0.1,3,0.1,60,165,49,439677,26.9357713,4,354.1554745
29,12,494,3,3,5,0.1,3,0.1,61,165,49,455977,26.9357713,4,361.1582176
29,12,494,3,3,5,0.1,3,0.1,65,165,51,473377,26.9357713,4,368.1629745
44,5,17666,52,21,4.8095236,4,20,1,17,2,3,169877,31,1,1576.209306
44,5,17668,52,21,4.8095236,4,20,1,17,2,3,170579,31,1,1583.215764
44,5,17674,52,21,4.8095236,4,20,1,17,2,3,171312,31,1,1590.224294
10,3,7145,6,8,5,4,8,0.1,185,30,25,2465164,27,1,1100.405914
10,3,7179,6,8,5,4,8,0.1,186,30,25,2490032,27,1,1107.408542
10,3,7219,6,8,5,4,8,0.1,187,30,25,2513452,27,1,1114.409965
43,18,10813,13,9,5,2,9,0.1,24,32,3,358678,26.9357713,1,893.1653819
43,18,11133,13,10,4.6,2,9,1,25,32,3,362933,26.9357713,1,900.1709028
43,18,11396,13,10,4.6,2,9,1,25,32,3,367315,26.9357713,1,907.1362616
29,8,797,1,0.1,0.1,0.1,0.1,0.1,90,188,149,393620,20,2,440.4625
29,8,801,1,0.1,0.1,0.1,0.1,0.1,98,190,150,422540,20,2,447.4660532
29,8,801,1,0.1,0.1,0.1,0.1,0.1,102,192,152,444706,20,2,454.4702199
43,4,514034,1126,521,4.815739,173,497.0000048,23.99999525,900,27,60,11307537,17,2,1627.188102
43,4,523185,1142,536,4.8208957,174,512.0000238,23.9999762,905,27,60,11418140,17,2,1634.195729
43,4,531844,1156,544,4.8235292,176,519.9999712,24.0000288,914,27,60,11523867,18,2,1641.160382
46,18,41909,72,34,5,12,34,0.1,792,375,23,3927045,35,4,364.175625
46,18,43767,76,40,5,12,40,0.1,817,386,23,4162468,35,4,371.1776968
46,18,45856,81,43,5,13,43,0.1,836,391,19,4386435,35,4,378.1796528
24,64,1272,2,0.1,0.1,0.1,0.1,0.1,305,324,63,138443,17,4,60.63447917
24,64,1435,2,0.1,0.1,0.1,0.1,0.1,323,324,63,170036,17,4,67.63597222
24,64,1655,2,0.1,0.1,0.1,0.1,0.1,347,324,63,193914,17,4,74.63811343
9,1,3246,4,1,5,0.1,1,0.1,0.1,2,0.1,3547,28,2,934.3753009
9,1,3451,4,1,5,0.1,1,0.1,0.1,2,0.1,3752,28,2,941.3773843
9,1,3701,4,1,5,0.1,1,0.1,0.1,2,0.1,4002,28,2,948.3797801
20,11,78653,61,37,4.5675673,14,32.99999753,4.000002475,14,8,11,449693,18,1,1086.340197
20,11,78878,61,37,4.5675673,14,32.99999753,4.000002475,14,8,11,449961,18,1,1093.348819
20,11,79098,61,37,4.5675673,14,32.99999753,4.000002475,14,8,11,450221,18,1,1100.312535
34,14,4801,46,8,5,6,8,0.1,3,3,8,24898,27.1078534,1,1062.431516
34,14,4804,46,8,5,6,8,0.1,3,3,8,24906,27.1078534,1,1069.446852
34,14,4820,46,8,5,6,8,0.1,3,3,8,24940,27.1078534,1,1090.996933
40,13,16738,21,30,5,9,30,0.1,417,486,152,695537,25,4,131.1739583
40,13,16934,21,31,5,9,31,0.1,438,487,206,761244,25,4,138.1796065
40,13,17133,22,31,5,9,31,0.1,463,490,206,815892,25,4,145.1829398
29,12,229,2,2,5,0.1,2,0.1,4,13,9,5224,21,3,364.5731481
29,12,229,2,2,5,0.1,2,0.1,4,13,9,5258,21,3,371.5758796
29,12,229,2,2,5,0.1,2,0.1,4,13,9,5294,21,3,378.579375
18,1,12525,12,7,4.428571,2,5.99999925,1.00000075,1,2,0.1,12930,30,1,1146.317049
18,1,12620,12,7,4.428571,2,5.99999925,1.00000075,1,2,0.1,13028,30,1,1153.321944
18,1,12741,12,7,4.428571,2,5.99999925,1.00000075,1,2,0.1,13151,30,1,1160.32956
32,3,329,0.1,0.1,0.1,3,0.1,0.1,8,2,0.1,558,19,3,587.9692361
32,3,337,0.1,0.1,0.1,3,0.1,0.1,8,2,0.1,566,19,3,594.9726968
32,3,337,0.1,0.1,0.1,3,0.1,0.1,8,2,0.1,566,19,3,601.9747106
12,18,94,0.1,1,5,0.1,1,0.1,1,5,3,7256,21,2,206.1401273
12,18,94,0.1,1,5,0.1,1,0.1,1,5,3,7512,21,2,213.143669
12,18,98,0.1,1,5,0.1,1,0.1,1,5,3,7792,22,2,220.1491319
9,7,107520,143,50,4.92,22,49,1,286,139,27,3067112,26.9357713,1,876.1032639
9,7,108254,145,51,4.9215684,22,49.9999971,1.0000029,287,139,27,3113751,26.9357713,1,883.1062616
9,7,108895,146,50,4.92,22,49,1,294,139,27,3159946,26.9357713,1,890.1097801
40,12,126165,110,164,4.780488,168,155.000008,8.999992,1012,52,597,595621,49,2,131.2050347
40,12,128788,110,164,4.780488,168,155.000008,8.999992,1016,52,596,603753,49,2,138.2105556
40,12,131340,109,164,4.780488,168,155.000008,8.999992,1023,52,596,611856,49,2,145.2137384
26,14,54175,66,75,4.9466667,29,74,1,236,74,5,430110,18,5,210.1696528
26,14,59511,73,81,4.9012346,31,79,2,243,74,5,444923,18,5,217.1732292
26,14,64632,73,82,4.902439,31,80,2,258,74,5,457764,18,5,224.1766782
48,5,32,0.1,0.1,0.1,0.1,0.1,0.1,0.1,148,0.1,2914,38,1,69.55561343
48,5,33,0.1,0.1,0.1,0.1,0.1,0.1,0.1,148,0.1,3081,38,1,76.55966435
48,5,33,0.1,0.1,0.1,0.1,0.1,0.1,0.1,148,0.1,3190,38,1,83.56377315
48,26,41,0.1,0.1,0.1,0.1,0.1,0.1,22,291,139,71420,21,4,22.55342593
48,26,57,0.1,0.1,0.1,0.1,0.1,0.1,24,307,146,75070,21,4,29.55819444
48,26,69,0.1,0.1,0.1,0.1,0.1,0.1,27,306,148,79056,21,4,36.56157407
